Date,Stop_1,Stop_2,Year,Month,Distance,Seats,Flights,Revenue_Percent,Passengers,Route,Crutch,Type
1-Feb-19,BNE,MOV,2019,2,780,,,,,Brisbane - Moranbah,2,Regional
1-Mar-19,BNE,MOV,2019,3,780,,,,,Brisbane - Moranbah,3,Regional
1-Apr-19,BNE,MOV,2019,4,780,,,,,Brisbane - Moranbah,4,Regional
1-May-19,BNE,MOV,2019,5,780,,,,,Brisbane - Moranbah,5,Regional
1-Jun-19,BNE,MOV,2019,6,780,,,,,Brisbane - Moranbah,6,Regional
1-Jul-19,BNE,MOV,2019,7,780,,,,,Brisbane - Moranbah,7,Regional
1-Aug-19,BNE,MOV,2019,8,780,,,,,Brisbane - Moranbah,8,Regional
1-Sep-19,BNE,MOV,2019,9,780,,,,,Brisbane - Moranbah,9,Regional
1-Oct-19,BNE,MOV,2019,10,780,,,,,Brisbane - Moranbah,10,Regional
1-Nov-19,BNE,MOV,2019,11,780,,,,,Brisbane - Moranbah,11,Regional
1-Dec-19,BNE,MOV,2019,12,780,,,,,Brisbane - Moranbah,12,Regional
1-Jan-20,BNE,MOV,2020,1,780,,,,,Brisbane - Moranbah,13,Regional
1-Feb-20,BNE,MOV,2020,2,780,,,,,Brisbane - Moranbah,14,Regional
1-Mar-20,BNE,MOV,2020,3,780,,,,,Brisbane - Moranbah,15,Regional
1-Apr-20,BNE,MOV,2020,4,780,,,,,Brisbane - Moranbah,16,Regional
1-May-20,BNE,MOV,2020,5,780,,,,,Brisbane - Moranbah,17,Regional
1-Jun-20,BNE,MOV,2020,6,780,,,,,Brisbane - Moranbah,18,Regional
1-Jul-20,BNE,MOV,2020,7,780,,,,,Brisbane - Moranbah,19,Regional
1-Aug-20,BNE,MOV,2020,8,780,,,,,Brisbane - Moranbah,20,Regional
1-Sep-20,BNE,MOV,2020,9,780,,,,,Brisbane - Moranbah,21,Regional
1-Oct-20,BNE,MOV,2020,10,780,,,,,Brisbane - Moranbah,22,Regional
1-Nov-20,BNE,MOV,2020,11,780,,,,,Brisbane - Moranbah,23,Regional
1-Dec-20,BNE,MOV,2020,12,780,,,,,Brisbane - Moranbah,24,Regional
1-Jan-21,BNE,MOV,2021,1,780,,,,,Brisbane - Moranbah,25,Regional
1-Feb-21,BNE,MOV,2021,2,780,,,,,Brisbane - Moranbah,26,Regional
1-Mar-21,BNE,MOV,2021,3,780,,,,,Brisbane - Moranbah,27,Regional
1-Apr-21,BNE,MOV,2021,4,780,,,,,Brisbane - Moranbah,28,Regional
1-May-21,BNE,MOV,2021,5,780,,,,,Brisbane - Moranbah,29,Regional
1-Jun-21,BNE,MOV,2021,6,780,,,,,Brisbane - Moranbah,30,Regional
1-Jan-19,BNE,NTL,2019,1,614,62800,487,74,46272,Brisbane - Newcastle,1,Regional
1-Feb-19,BNE,NTL,2019,2,614,61484,460,70,42728,Brisbane - Newcastle,2,Regional
1-Mar-19,BNE,NTL,2019,3,614,69716,492,72,50475,Brisbane - Newcastle,3,Regional
1-Apr-19,BNE,NTL,2019,4,614,63685,467,75,47591,Brisbane - Newcastle,4,Regional
1-May-19,BNE,NTL,2019,5,614,67582,491,73,49018,Brisbane - Newcastle,5,Regional
1-Jun-19,BNE,NTL,2019,6,614,63683,461,74,46864,Brisbane - Newcastle,6,Regional
1-Jul-19,BNE,NTL,2019,7,614,71670,514,72,51644,Brisbane - Newcastle,7,Regional
1-Aug-19,BNE,NTL,2019,8,614,69565,504,77,53449,Brisbane - Newcastle,8,Regional
1-Sep-19,BNE,NTL,2019,9,614,68118,491,77,52663,Brisbane - Newcastle,9,Regional
1-Oct-19,BNE,NTL,2019,10,614,68989,504,83,56940,Brisbane - Newcastle,10,Regional
1-Nov-19,BNE,NTL,2019,11,614,69999,501,79,55383,Brisbane - Newcastle,11,Regional
1-Dec-19,BNE,NTL,2019,12,614,66722,480,77,51606,Brisbane - Newcastle,12,Regional
1-Jan-20,BNE,NTL,2020,1,614,67543,474,73,49190,Brisbane - Newcastle,13,Regional
1-Feb-20,BNE,NTL,2020,2,614,61476,453,72,44035,Brisbane - Newcastle,14,Regional
1-Mar-20,BNE,NTL,2020,3,614,50828,376,58,29530,Brisbane - Newcastle,15,Regional
1-Apr-20,BNE,NTL,2020,4,614,,,,,Brisbane - Newcastle,16,Regional
1-May-20,BNE,NTL,2020,5,614,,,,,Brisbane - Newcastle,17,Regional
1-Jun-20,BNE,NTL,2020,6,614,,,,,Brisbane - Newcastle,18,Regional
1-Jul-20,BNE,NTL,2020,7,614,14932,105,63,9430,Brisbane - Newcastle,19,Regional
1-Aug-20,BNE,NTL,2020,8,614,10644,72,39,4152,Brisbane - Newcastle,20,Regional
1-Sep-20,BNE,NTL,2020,9,614,,42,,,Brisbane - Newcastle,21,Regional
1-Oct-20,BNE,NTL,2020,10,614,,43,,,Brisbane - Newcastle,22,Regional
1-Nov-20,BNE,NTL,2020,11,614,25280,193,78,19650,Brisbane - Newcastle,23,Regional
1-Dec-20,BNE,NTL,2020,12,614,51694,343,61,31412,Brisbane - Newcastle,24,Regional
1-Jan-21,BNE,NTL,2021,1,614,39610,253,50,19912,Brisbane - Newcastle,25,Regional
1-Feb-21,BNE,NTL,2021,2,614,41951,287,63,26418,Brisbane - Newcastle,26,Regional
1-Mar-21,BNE,NTL,2021,3,614,48235,333,62,29759,Brisbane - Newcastle,27,Regional
1-Apr-21,BNE,NTL,2021,4,614,51189,377,66,33678,Brisbane - Newcastle,28,Regional
1-May-21,BNE,NTL,2021,5,614,55220,424,70,38406,Brisbane - Newcastle,29,Regional
1-Jun-21,BNE,NTL,2021,6,614,53557,410,67,35928,Brisbane - Newcastle,30,Regional
1-Jan-19,BNE,PER,2019,1,"3,615",93916,501,85,79384,Brisbane - Perth,1,Metropolitian
1-Feb-19,BNE,PER,2019,2,"3,615",86673,471,76,65472,Brisbane - Perth,2,Metropolitian
1-Mar-19,BNE,PER,2019,3,"3,615",96030,520,79,75729,Brisbane - Perth,3,Metropolitian
1-Apr-19,BNE,PER,2019,4,"3,615",94249,504,86,80816,Brisbane - Perth,4,Metropolitian
1-May-19,BNE,PER,2019,5,"3,615",96412,524,81,78086,Brisbane - Perth,5,Metropolitian
1-Jun-19,BNE,PER,2019,6,"3,615",89979,488,81,72879,Brisbane - Perth,6,Metropolitian
1-Jul-19,BNE,PER,2019,7,"3,615",97260,525,88,85097,Brisbane - Perth,7,Metropolitian
1-Aug-19,BNE,PER,2019,8,"3,615",95457,513,83,79154,Brisbane - Perth,8,Metropolitian
1-Sep-19,BNE,PER,2019,9,"3,615",95096,511,87,82912,Brisbane - Perth,9,Metropolitian
1-Oct-19,BNE,PER,2019,10,"3,615",98189,527,91,89670,Brisbane - Perth,10,Metropolitian
1-Nov-19,BNE,PER,2019,11,"3,615",93219,502,89,82553,Brisbane - Perth,11,Metropolitian
1-Dec-19,BNE,PER,2019,12,"3,615",98207,530,91,88880,Brisbane - Perth,12,Metropolitian
1-Jan-20,BNE,PER,2020,1,"3,615",95323,513,89,84424,Brisbane - Perth,13,Metropolitian
1-Feb-20,BNE,PER,2020,2,"3,615",88720,484,80,70677,Brisbane - Perth,14,Metropolitian
1-Mar-20,BNE,PER,2020,3,"3,615",84965,464,67,56710,Brisbane - Perth,15,Metropolitian
1-Apr-20,BNE,PER,2020,4,"3,615",8364,48,25,2115,Brisbane - Perth,16,Metropolitian
1-May-20,BNE,PER,2020,5,"3,615",,,,,Brisbane - Perth,17,Metropolitian
1-Jun-20,BNE,PER,2020,6,"3,615",,,,,Brisbane - Perth,18,Metropolitian
1-Jul-20,BNE,PER,2020,7,"3,615",,,,,Brisbane - Perth,19,Metropolitian
1-Aug-20,BNE,PER,2020,8,"3,615",,,,,Brisbane - Perth,20,Metropolitian
1-Sep-20,BNE,PER,2020,9,"3,615",,,,,Brisbane - Perth,21,Metropolitian
1-Oct-20,BNE,PER,2020,10,"3,615",,,,,Brisbane - Perth,22,Metropolitian
1-Nov-20,BNE,PER,2020,11,"3,615",28852,166,65,18756,Brisbane - Perth,23,Metropolitian
1-Dec-20,BNE,PER,2020,12,"3,615",53666,309,79,42637,Brisbane - Perth,24,Metropolitian
1-Jan-21,BNE,PER,2021,1,"3,615",42438,256,59,24808,Brisbane - Perth,25,Metropolitian
1-Feb-21,BNE,PER,2021,2,"3,615",21276,117,69,14764,Brisbane - Perth,26,Metropolitian
1-Mar-21,BNE,PER,2021,3,"3,615",58563,291,65,37921,Brisbane - Perth,27,Metropolitian
1-Apr-21,BNE,PER,2021,4,"3,615",23448,126,55,12845,Brisbane - Perth,28,Metropolitian
1-May-21,BNE,PER,2021,5,"3,615",57040,302,75,42798,Brisbane - Perth,29,Metropolitian
1-Jun-21,BNE,PER,2021,6,"3,615",69906,385,75,52205,Brisbane - Perth,30,Metropolitian
1-Jan-19,BNE,PPP,2019,1,895,30684,172,72,22202,Brisbane - Proserpine,1,Regional
1-Feb-19,BNE,PPP,2019,2,895,22648,128,77,17398,Brisbane - Proserpine,2,Regional
1-Mar-19,BNE,PPP,2019,3,895,25320,142,74,18772,Brisbane - Proserpine,3,Regional
1-Apr-19,BNE,PPP,2019,4,895,30138,169,77,23145,Brisbane - Proserpine,4,Regional
1-May-19,BNE,PPP,2019,5,895,24252,138,77,18684,Brisbane - Proserpine,5,Regional
1-Jun-19,BNE,PPP,2019,6,895,21760,122,77,16814,Brisbane - Proserpine,6,Regional
1-Jul-19,BNE,PPP,2019,7,895,28170,158,81,22906,Brisbane - Proserpine,7,Regional
1-Aug-19,BNE,PPP,2019,8,895,25752,144,88,22714,Brisbane - Proserpine,8,Regional
1-Sep-19,BNE,PPP,2019,9,895,27240,152,87,23677,Brisbane - Proserpine,9,Regional
1-Oct-19,BNE,PPP,2019,10,895,27528,154,90,24769,Brisbane - Proserpine,10,Regional
1-Nov-19,BNE,PPP,2019,11,895,25500,144,87,22168,Brisbane - Proserpine,11,Regional
1-Dec-19,BNE,PPP,2019,12,895,29484,166,81,23857,Brisbane - Proserpine,12,Regional
1-Jan-20,BNE,PPP,2020,1,895,30974,174,83,25664,Brisbane - Proserpine,13,Regional
1-Feb-20,BNE,PPP,2020,2,895,22002,123,79,17471,Brisbane - Proserpine,14,Regional
1-Mar-20,BNE,PPP,2020,3,895,21036,118,65,13687,Brisbane - Proserpine,15,Regional
1-Apr-20,BNE,PPP,2020,4,895,,,,,Brisbane - Proserpine,16,Regional
1-May-20,BNE,PPP,2020,5,895,,,,,Brisbane - Proserpine,17,Regional
1-Jun-20,BNE,PPP,2020,6,895,3444,24,69,2358,Brisbane - Proserpine,18,Regional
1-Jul-20,BNE,PPP,2020,7,895,19816,126,71,14052,Brisbane - Proserpine,19,Regional
1-Aug-20,BNE,PPP,2020,8,895,18936,117,68,12850,Brisbane - Proserpine,20,Regional
1-Sep-20,BNE,PPP,2020,9,895,22938,138,73,16828,Brisbane - Proserpine,21,Regional
1-Oct-20,BNE,PPP,2020,10,895,26804,162,78,20829,Brisbane - Proserpine,22,Regional
1-Nov-20,BNE,PPP,2020,11,895,23856,146,83,19743,Brisbane - Proserpine,23,Regional
1-Dec-20,BNE,PPP,2020,12,895,27932,167,78,21740,Brisbane - Proserpine,24,Regional
1-Jan-21,BNE,PPP,2021,1,895,25676,146,69,17698,Brisbane - Proserpine,25,Regional
1-Feb-21,BNE,PPP,2021,2,895,20176,112,76,15342,Brisbane - Proserpine,26,Regional
1-Mar-21,BNE,PPP,2021,3,895,25932,144,76,19749,Brisbane - Proserpine,27,Regional
1-Apr-21,BNE,PPP,2021,4,895,28234,165,77,21869,Brisbane - Proserpine,28,Regional
1-May-21,BNE,PPP,2021,5,895,21522,120,95,20329,Brisbane - Proserpine,29,Regional
1-Jun-21,BNE,PPP,2021,6,895,22148,124,83,18470,Brisbane - Proserpine,30,Regional
1-Jan-19,BNE,ROK,2019,1,518,54676,656,72,39162,Brisbane - Rockhampton,1,Regional
1-Feb-19,BNE,ROK,2019,2,518,50938,620,75,38288,Brisbane - Rockhampton,2,Regional
1-Mar-19,BNE,ROK,2019,3,518,57484,677,76,43894,Brisbane - Rockhampton,3,Regional
1-Apr-19,BNE,ROK,2019,4,518,54425,652,79,43129,Brisbane - Rockhampton,4,Regional
1-May-19,BNE,ROK,2019,5,518,58661,695,79,46092,Brisbane - Rockhampton,5,Regional
1-Jun-19,BNE,ROK,2019,6,518,55035,657,79,43278,Brisbane - Rockhampton,6,Regional
1-Jul-19,BNE,ROK,2019,7,518,58808,697,86,50811,Brisbane - Rockhampton,7,Regional
1-Aug-19,BNE,ROK,2019,8,518,56861,669,84,47484,Brisbane - Rockhampton,8,Regional
1-Sep-19,BNE,ROK,2019,9,518,55109,655,86,47253,Brisbane - Rockhampton,9,Regional
1-Oct-19,BNE,ROK,2019,10,518,58305,696,85,49600,Brisbane - Rockhampton,10,Regional
1-Nov-19,BNE,ROK,2019,11,518,55841,649,82,45748,Brisbane - Rockhampton,11,Regional
1-Dec-19,BNE,ROK,2019,12,518,54246,632,82,44718,Brisbane - Rockhampton,12,Regional
1-Jan-20,BNE,ROK,2020,1,518,55742,648,73,40866,Brisbane - Rockhampton,13,Regional
1-Feb-20,BNE,ROK,2020,2,518,55011,622,71,38975,Brisbane - Rockhampton,14,Regional
1-Mar-20,BNE,ROK,2020,3,518,51174,557,58,29590,Brisbane - Rockhampton,15,Regional
1-Apr-20,BNE,ROK,2020,4,518,9582,128,23,2182,Brisbane - Rockhampton,16,Regional
1-May-20,BNE,ROK,2020,5,518,6574,85,53,3472,Brisbane - Rockhampton,17,Regional
1-Jun-20,BNE,ROK,2020,6,518,13332,149,61,8060,Brisbane - Rockhampton,18,Regional
1-Jul-20,BNE,ROK,2020,7,518,23060,263,69,15904,Brisbane - Rockhampton,19,Regional
1-Aug-20,BNE,ROK,2020,8,518,29714,326,57,16892,Brisbane - Rockhampton,20,Regional
1-Sep-20,BNE,ROK,2020,9,518,35192,350,55,19470,Brisbane - Rockhampton,21,Regional
1-Oct-20,BNE,ROK,2020,10,518,37940,385,63,23715,Brisbane - Rockhampton,22,Regional
1-Nov-20,BNE,ROK,2020,11,518,40360,422,64,25707,Brisbane - Rockhampton,23,Regional
1-Dec-20,BNE,ROK,2020,12,518,48854,476,63,30553,Brisbane - Rockhampton,24,Regional
1-Jan-21,BNE,ROK,2021,1,518,43206,427,52,22404,Brisbane - Rockhampton,25,Regional
1-Feb-21,BNE,ROK,2021,2,518,38968,388,68,26464,Brisbane - Rockhampton,26,Regional
1-Mar-21,BNE,ROK,2021,3,518,51217,494,67,34119,Brisbane - Rockhampton,27,Regional
1-Apr-21,BNE,ROK,2021,4,518,46429,492,72,33635,Brisbane - Rockhampton,28,Regional
1-May-21,BNE,ROK,2021,5,518,55837,517,72,40095,Brisbane - Rockhampton,29,Regional
1-Jun-21,BNE,ROK,2021,6,518,56214,540,64,36093,Brisbane - Rockhampton,30,Regional
1-Jan-19,BNE,SYD,2019,1,753,450240,2749,83,373527,Brisbane - Sydney,1,Metropolitian
1-Feb-19,BNE,SYD,2019,2,753,437754,2717,81,353301,Brisbane - Sydney,2,Metropolitian
1-Mar-19,BNE,SYD,2019,3,753,491592,3008,82,404452,Brisbane - Sydney,3,Metropolitian
1-Apr-19,BNE,SYD,2019,4,753,488472,2965,81,397001,Brisbane - Sydney,4,Metropolitian
1-May-19,BNE,SYD,2019,5,753,499626,3074,79,396519,Brisbane - Sydney,5,Metropolitian
1-Jun-19,BNE,SYD,2019,6,753,469583,2834,81,380079,Brisbane - Sydney,6,Metropolitian
1-Jul-19,BNE,SYD,2019,7,753,521728,3163,83,431064,Brisbane - Sydney,7,Metropolitian
1-Aug-19,BNE,SYD,2019,8,753,490360,2972,84,413613,Brisbane - Sydney,8,Metropolitian
1-Sep-19,BNE,SYD,2019,9,753,487104,2954,83,401748,Brisbane - Sydney,9,Metropolitian
1-Oct-19,BNE,SYD,2019,10,753,511138,3107,88,447595,Brisbane - Sydney,10,Metropolitian
1-Nov-19,BNE,SYD,2019,11,753,476626,2894,87,413243,Brisbane - Sydney,11,Metropolitian
1-Dec-19,BNE,SYD,2019,12,753,471625,2878,87,408902,Brisbane - Sydney,12,Metropolitian
1-Jan-20,BNE,SYD,2020,1,753,439245,2689,86,377958,Brisbane - Sydney,13,Metropolitian
1-Feb-20,BNE,SYD,2020,2,753,426757,2596,80,340988,Brisbane - Sydney,14,Metropolitian
1-Mar-20,BNE,SYD,2020,3,753,361956,2252,63,228371,Brisbane - Sydney,15,Metropolitian
1-Apr-20,BNE,SYD,2020,4,753,39177,424,36,14154,Brisbane - Sydney,16,Metropolitian
1-May-20,BNE,SYD,2020,5,753,33800,353,55,18716,Brisbane - Sydney,17,Metropolitian
1-Jun-20,BNE,SYD,2020,6,753,52231,489,71,37009,Brisbane - Sydney,18,Metropolitian
1-Jul-20,BNE,SYD,2020,7,753,127862,939,74,94549,Brisbane - Sydney,19,Metropolitian
1-Aug-20,BNE,SYD,2020,8,753,37835,421,50,18919,Brisbane - Sydney,20,Metropolitian
1-Sep-20,BNE,SYD,2020,9,753,26104,362,42,10864,Brisbane - Sydney,21,Metropolitian
1-Oct-20,BNE,SYD,2020,10,753,24179,311,43,10432,Brisbane - Sydney,22,Metropolitian
1-Nov-20,BNE,SYD,2020,11,753,48072,471,56,26773,Brisbane - Sydney,23,Metropolitian
1-Dec-20,BNE,SYD,2020,12,753,192248,1301,63,120935,Brisbane - Sydney,24,Metropolitian
1-Jan-21,BNE,SYD,2021,1,753,59366,496,38,22343,Brisbane - Sydney,25,Metropolitian
1-Feb-21,BNE,SYD,2021,2,753,185578,1230,74,138137,Brisbane - Sydney,26,Metropolitian
1-Mar-21,BNE,SYD,2021,3,753,298092,1909,64,189944,Brisbane - Sydney,27,Metropolitian
1-Apr-21,BNE,SYD,2021,4,753,279900,1729,73,204927,Brisbane - Sydney,28,Metropolitian
1-May-21,BNE,SYD,2021,5,753,324164,2004,69,223314,Brisbane - Sydney,29,Metropolitian
1-Jun-21,BNE,SYD,2021,6,753,300052,1861,59,176439,Brisbane - Sydney,30,Metropolitian
1-Jan-19,BNE,TSV,2019,1,"1,112",102665,691,71,72481,Brisbane - Townsville,1,Regional
1-Feb-19,BNE,TSV,2019,2,"1,112",89253,611,74,66071,Brisbane - Townsville,2,Regional
1-Mar-19,BNE,TSV,2019,3,"1,112",104275,697,81,84310,Brisbane - Townsville,3,Regional
1-Apr-19,BNE,TSV,2019,4,"1,112",109935,728,75,82679,Brisbane - Townsville,4,Regional
1-May-19,BNE,TSV,2019,5,"1,112",117037,781,74,86219,Brisbane - Townsville,5,Regional
1-Jun-19,BNE,TSV,2019,6,"1,112",110214,736,79,86707,Brisbane - Townsville,6,Regional
1-Jul-19,BNE,TSV,2019,7,"1,112",118401,788,80,95192,Brisbane - Townsville,7,Regional
1-Aug-19,BNE,TSV,2019,8,"1,112",113548,756,81,91854,Brisbane - Townsville,8,Regional
1-Sep-19,BNE,TSV,2019,9,"1,112",111805,743,82,91326,Brisbane - Townsville,9,Regional
1-Oct-19,BNE,TSV,2019,10,"1,112",112691,749,81,90971,Brisbane - Townsville,10,Regional
1-Nov-19,BNE,TSV,2019,11,"1,112",103610,714,80,82430,Brisbane - Townsville,11,Regional
1-Dec-19,BNE,TSV,2019,12,"1,112",106819,729,82,87854,Brisbane - Townsville,12,Regional
1-Jan-20,BNE,TSV,2020,1,"1,112",103931,705,74,77333,Brisbane - Townsville,13,Regional
1-Feb-20,BNE,TSV,2020,2,"1,112",97965,666,72,70269,Brisbane - Townsville,14,Regional
1-Mar-20,BNE,TSV,2020,3,"1,112",86635,599,65,56221,Brisbane - Townsville,15,Regional
1-Apr-20,BNE,TSV,2020,4,"1,112",9342,91,45,4193,Brisbane - Townsville,16,Regional
1-May-20,BNE,TSV,2020,5,"1,112",7924,82,62,4907,Brisbane - Townsville,17,Regional
1-Jun-20,BNE,TSV,2020,6,"1,112",20412,148,74,15096,Brisbane - Townsville,18,Regional
1-Jul-20,BNE,TSV,2020,7,"1,112",49458,314,82,40490,Brisbane - Townsville,19,Regional
1-Aug-20,BNE,TSV,2020,8,"1,112",61242,381,66,40590,Brisbane - Townsville,20,Regional
1-Sep-20,BNE,TSV,2020,9,"1,112",62688,421,71,44343,Brisbane - Townsville,21,Regional
1-Oct-20,BNE,TSV,2020,10,"1,112",65949,427,72,47414,Brisbane - Townsville,22,Regional
1-Nov-20,BNE,TSV,2020,11,"1,112",61868,400,76,46958,Brisbane - Townsville,23,Regional
1-Dec-20,BNE,TSV,2020,12,"1,112",84820,522,73,61765,Brisbane - Townsville,24,Regional
1-Jan-21,BNE,TSV,2021,1,"1,112",81078,483,59,48093,Brisbane - Townsville,25,Regional
1-Feb-21,BNE,TSV,2021,2,"1,112",69131,421,69,47416,Brisbane - Townsville,26,Regional
1-Mar-21,BNE,TSV,2021,3,"1,112",88782,536,66,58976,Brisbane - Townsville,27,Regional
1-Apr-21,BNE,TSV,2021,4,"1,112",85462,506,76,64492,Brisbane - Townsville,28,Regional
1-May-21,BNE,TSV,2021,5,"1,112",91252,539,77,70399,Brisbane - Townsville,29,Regional
1-Jun-21,BNE,TSV,2021,6,"1,112",95912,571,76,73267,Brisbane - Townsville,30,Regional
1-Jan-19,CBR,MEL,2019,1,470,125694,799,63,79523,Canberra - Melbourne,1,Metropolitian
1-Feb-19,CBR,MEL,2019,2,470,139283,877,69,95920,Canberra - Melbourne,2,Metropolitian
1-Mar-19,CBR,MEL,2019,3,470,151034,952,71,106562,Canberra - Melbourne,3,Metropolitian
1-Apr-19,CBR,MEL,2019,4,470,140695,909,69,96483,Canberra - Melbourne,4,Metropolitian
1-May-19,CBR,MEL,2019,5,470,152712,973,65,99637,Canberra - Melbourne,5,Metropolitian
1-Jun-19,CBR,MEL,2019,6,470,142004,898,65,91915,Canberra - Melbourne,6,Metropolitian
1-Jul-19,CBR,MEL,2019,7,470,152795,963,65,99573,Canberra - Melbourne,7,Metropolitian
1-Aug-19,CBR,MEL,2019,8,470,154176,971,66,101284,Canberra - Melbourne,8,Metropolitian
1-Sep-19,CBR,MEL,2019,9,470,148979,949,68,101620,Canberra - Melbourne,9,Metropolitian
1-Oct-19,CBR,MEL,2019,10,470,155071,977,72,111079,Canberra - Melbourne,10,Metropolitian
1-Nov-19,CBR,MEL,2019,11,470,150136,936,73,109176,Canberra - Melbourne,11,Metropolitian
1-Dec-19,CBR,MEL,2019,12,470,133390,852,69,92002,Canberra - Melbourne,12,Metropolitian
1-Jan-20,CBR,MEL,2020,1,470,106816,699,70,74654,Canberra - Melbourne,13,Metropolitian
1-Feb-20,CBR,MEL,2020,2,470,143202,900,65,93430,Canberra - Melbourne,14,Metropolitian
1-Mar-20,CBR,MEL,2020,3,470,118783,764,49,57858,Canberra - Melbourne,15,Metropolitian
1-Apr-20,CBR,MEL,2020,4,470,9588,98,20,1949,Canberra - Melbourne,16,Metropolitian
1-May-20,CBR,MEL,2020,5,470,7628,70,36,2748,Canberra - Melbourne,17,Metropolitian
1-Jun-20,CBR,MEL,2020,6,470,11514,117,50,5806,Canberra - Melbourne,18,Metropolitian
1-Jul-20,CBR,MEL,2020,7,470,9834,90,23,2219,Canberra - Melbourne,19,Metropolitian
1-Aug-20,CBR,MEL,2020,8,470,,,,,Canberra - Melbourne,20,Metropolitian
1-Sep-20,CBR,MEL,2020,9,470,,,,,Canberra - Melbourne,21,Metropolitian
1-Oct-20,CBR,MEL,2020,10,470,,,,,Canberra - Melbourne,22,Metropolitian
1-Nov-20,CBR,MEL,2020,11,470,,,,,Canberra - Melbourne,23,Metropolitian
1-Dec-20,CBR,MEL,2020,12,470,39617,303,68,26961,Canberra - Melbourne,24,Metropolitian
1-Jan-21,CBR,MEL,2021,1,470,45007,345,54,24089,Canberra - Melbourne,25,Metropolitian
1-Feb-21,CBR,MEL,2021,2,470,43974,350,48,20558,Canberra - Melbourne,26,Metropolitian
1-Mar-21,CBR,MEL,2021,3,470,51665,390,70,35941,Canberra - Melbourne,27,Metropolitian
1-Apr-21,CBR,MEL,2021,4,470,65904,495,71,46501,Canberra - Melbourne,28,Metropolitian
1-May-21,CBR,MEL,2021,5,470,81122,601,55,44707,Canberra - Melbourne,29,Metropolitian
1-Jun-21,CBR,MEL,2021,6,470,39499,300,41,16351,Canberra - Melbourne,30,Metropolitian
1-Jan-19,CBR,OOL,2019,1,892,,,,,Canberra - Gold Coast,1,Metropolitian
1-Feb-19,CBR,OOL,2019,2,892,,,,,Canberra - Gold Coast,2,Metropolitian
1-Mar-19,CBR,OOL,2019,3,892,,,,,Canberra - Gold Coast,3,Metropolitian
1-Apr-19,CBR,OOL,2019,4,892,,,,,Canberra - Gold Coast,4,Metropolitian
1-May-19,CBR,OOL,2019,5,892,,,,,Canberra - Gold Coast,5,Metropolitian
1-Jun-19,CBR,OOL,2019,6,892,,,,,Canberra - Gold Coast,6,Metropolitian
1-Jul-19,CBR,OOL,2019,7,892,,,,,Canberra - Gold Coast,7,Metropolitian
1-Aug-19,CBR,OOL,2019,8,892,,,,,Canberra - Gold Coast,8,Metropolitian
1-Sep-19,CBR,OOL,2019,9,892,,,,,Canberra - Gold Coast,9,Metropolitian
1-Oct-19,CBR,OOL,2019,10,892,,,,,Canberra - Gold Coast,10,Metropolitian
1-Nov-19,CBR,OOL,2019,11,892,,,,,Canberra - Gold Coast,11,Metropolitian
1-Dec-19,CBR,OOL,2019,12,892,,,,,Canberra - Gold Coast,12,Metropolitian
1-Jan-20,CBR,OOL,2020,1,892,,,,,Canberra - Gold Coast,13,Metropolitian
1-Feb-20,CBR,OOL,2020,2,892,,,,,Canberra - Gold Coast,14,Metropolitian
1-Mar-20,CBR,OOL,2020,3,892,,,,,Canberra - Gold Coast,15,Metropolitian
1-Apr-20,CBR,OOL,2020,4,892,,,,,Canberra - Gold Coast,16,Metropolitian
1-May-20,CBR,OOL,2020,5,892,,,,,Canberra - Gold Coast,17,Metropolitian
1-Jun-20,CBR,OOL,2020,6,892,,,,,Canberra - Gold Coast,18,Metropolitian
1-Jul-20,CBR,OOL,2020,7,892,,,,,Canberra - Gold Coast,19,Metropolitian
1-Aug-20,CBR,OOL,2020,8,892,,,,,Canberra - Gold Coast,20,Metropolitian
1-Sep-20,CBR,OOL,2020,9,892,,,,,Canberra - Gold Coast,21,Metropolitian
1-Oct-20,CBR,OOL,2020,10,892,,,,,Canberra - Gold Coast,22,Metropolitian
1-Nov-20,CBR,OOL,2020,11,892,,,,,Canberra - Gold Coast,23,Metropolitian
1-Dec-20,CBR,OOL,2020,12,892,,,,,Canberra - Gold Coast,24,Metropolitian
1-Jan-21,CBR,OOL,2021,1,892,,,,,Canberra - Gold Coast,25,Metropolitian
1-Feb-21,CBR,OOL,2021,2,892,,,,,Canberra - Gold Coast,26,Metropolitian
1-Mar-21,CBR,OOL,2021,3,892,,,,,Canberra - Gold Coast,27,Metropolitian
1-Apr-21,CBR,OOL,2021,4,892,17774,124,66,11787,Canberra - Gold Coast,28,Metropolitian
1-May-21,CBR,OOL,2021,5,892,17655,123,66,11710,Canberra - Gold Coast,29,Metropolitian
1-Jun-21,CBR,OOL,2021,6,892,17146,119,69,11840,Canberra - Gold Coast,30,Metropolitian
1-Jan-19,CBR,SYD,2019,1,236,67200,933,71,47416,Canberra - Sydney,1,Metropolitian
1-Feb-19,CBR,SYD,2019,2,236,103402,1345,71,73184,Canberra - Sydney,2,Metropolitian
1-Mar-19,CBR,SYD,2019,3,236,111250,1466,73,81651,Canberra - Sydney,3,Metropolitian
1-Apr-19,CBR,SYD,2019,4,236,100583,1335,71,71101,Canberra - Sydney,4,Metropolitian
1-May-19,CBR,SYD,2019,5,236,109945,1427,73,80707,Canberra - Sydney,5,Metropolitian
