Date,Stop_1,Stop_2,Year,Month,Distance,Seats,Flights,Revenue_Percent,Passengers,Route,Crutch,Type
1-Dec-20,ADL,SYD,2020,12,"1,167",82254,538,60,49294,Adelaide - Sydney,24,Metropolitian
1-Jan-21,ADL,SYD,2021,1,"1,167",27258,196,33,9051,Adelaide - Sydney,25,Metropolitian
1-Feb-21,ADL,SYD,2021,2,"1,167",56260,366,73,40985,Adelaide - Sydney,26,Metropolitian
1-Mar-21,ADL,SYD,2021,3,"1,167",131624,798,65,85819,Adelaide - Sydney,27,Metropolitian
1-Apr-21,ADL,SYD,2021,4,"1,167",148183,851,79,117098,Adelaide - Sydney,28,Metropolitian
1-May-21,ADL,SYD,2021,5,"1,167",144092,846,68,98413,Adelaide - Sydney,29,Metropolitian
1-Jun-21,ADL,SYD,2021,6,"1,167",122080,721,66,80197,Adelaide - Sydney,30,Metropolitian
1-Jan-19,ARM,SYD,2019,1,382,12874,295,65,8330,Armidale - Sydney,1,Regional
1-Feb-19,ARM,SYD,2019,2,382,14242,340,65,9318,Armidale - Sydney,2,Regional
1-Mar-19,ARM,SYD,2019,3,382,15243,373,70,10609,Armidale - Sydney,3,Regional
1-Apr-19,ARM,SYD,2019,4,382,15166,358,71,10739,Armidale - Sydney,4,Regional
1-May-19,ARM,SYD,2019,5,382,15986,387,70,11168,Armidale - Sydney,5,Regional
1-Jun-19,ARM,SYD,2019,6,382,15150,359,64,9716,Armidale - Sydney,6,Regional
1-Jul-19,ARM,SYD,2019,7,382,16182,380,63,10219,Armidale - Sydney,7,Regional
1-Aug-19,ARM,SYD,2019,8,382,15840,371,65,10350,Armidale - Sydney,8,Regional
1-Sep-19,ARM,SYD,2019,9,382,15778,376,70,11104,Armidale - Sydney,9,Regional
1-Oct-19,ARM,SYD,2019,10,382,16611,392,72,11908,Armidale - Sydney,10,Regional
1-Nov-19,ARM,SYD,2019,11,382,15400,369,76,11745,Armidale - Sydney,11,Regional
1-Dec-19,ARM,SYD,2019,12,382,14026,325,70,9760,Armidale - Sydney,12,Regional
1-Jan-20,ARM,SYD,2020,1,382,12292,285,66,8069,Armidale - Sydney,13,Regional
1-Feb-20,ARM,SYD,2020,2,382,13936,335,63,8830,Armidale - Sydney,14,Regional
1-Mar-20,ARM,SYD,2020,3,382,12310,296,45,5573,Armidale - Sydney,15,Regional
1-Apr-20,ARM,SYD,2020,4,382,,,,,Armidale - Sydney,16,Regional
1-May-20,ARM,SYD,2020,5,382,,,,,Armidale - Sydney,17,Regional
1-Jun-20,ARM,SYD,2020,6,382,,,,,Armidale - Sydney,18,Regional
1-Jul-20,ARM,SYD,2020,7,382,,,,,Armidale - Sydney,19,Regional
1-Aug-20,ARM,SYD,2020,8,382,,,,,Armidale - Sydney,20,Regional
1-Sep-20,ARM,SYD,2020,9,382,,,,,Armidale - Sydney,21,Regional
1-Oct-20,ARM,SYD,2020,10,382,,,,,Armidale - Sydney,22,Regional
1-Nov-20,ARM,SYD,2020,11,382,,,,,Armidale - Sydney,23,Regional
1-Dec-20,ARM,SYD,2020,12,382,,,,,Armidale - Sydney,24,Regional
1-Jan-21,ARM,SYD,2021,1,382,,,,,Armidale - Sydney,25,Regional
1-Feb-21,ARM,SYD,2021,2,382,,,,,Armidale - Sydney,26,Regional
1-Mar-21,ARM,SYD,2021,3,382,,,,,Armidale - Sydney,27,Regional
1-Apr-21,ARM,SYD,2021,4,382,,,,,Armidale - Sydney,28,Regional
1-May-21,ARM,SYD,2021,5,382,,,,,Armidale - Sydney,29,Regional
1-Jun-21,ARM,SYD,2021,6,382,,,,,Armidale - Sydney,30,Regional
1-Jan-19,ASP,DRW,2019,1,"1,305",11443,99,45,5091,Alice Springs - Darwin,1,Regional
1-Feb-19,ASP,DRW,2019,2,"1,305",14071,116,50,7075,Alice Springs - Darwin,2,Regional
1-Mar-19,ASP,DRW,2019,3,"1,305",17770,137,48,8561,Alice Springs - Darwin,3,Regional
1-Apr-19,ASP,DRW,2019,4,"1,305",25826,152,33,8502,Alice Springs - Darwin,4,Regional
1-May-19,ASP,DRW,2019,5,"1,305",27104,163,35,9515,Alice Springs - Darwin,5,Regional
1-Jun-19,ASP,DRW,2019,6,"1,305",25898,156,40,10256,Alice Springs - Darwin,6,Regional
1-Jul-19,ASP,DRW,2019,7,"1,305",27353,164,48,13110,Alice Springs - Darwin,7,Regional
1-Aug-19,ASP,DRW,2019,8,"1,305",26510,161,48,12610,Alice Springs - Darwin,8,Regional
1-Sep-19,ASP,DRW,2019,9,"1,305",26704,162,37,9906,Alice Springs - Darwin,9,Regional
1-Oct-19,ASP,DRW,2019,10,"1,305",26143,168,41,10706,Alice Springs - Darwin,10,Regional
1-Nov-19,ASP,DRW,2019,11,"1,305",13542,137,63,8494,Alice Springs - Darwin,11,Regional
1-Dec-19,ASP,DRW,2019,12,"1,305",9858,103,60,5874,Alice Springs - Darwin,12,Regional
1-Jan-20,ASP,DRW,2020,1,"1,305",8522,88,56,4726,Alice Springs - Darwin,13,Regional
1-Feb-20,ASP,DRW,2020,2,"1,305",,,,,Alice Springs - Darwin,14,Regional
1-Mar-20,ASP,DRW,2020,3,"1,305",,,,,Alice Springs - Darwin,15,Regional
1-Apr-20,ASP,DRW,2020,4,"1,305",,,,,Alice Springs - Darwin,16,Regional
1-May-20,ASP,DRW,2020,5,"1,305",,,,,Alice Springs - Darwin,17,Regional
1-Jun-20,ASP,DRW,2020,6,"1,305",,,,,Alice Springs - Darwin,18,Regional
1-Jul-20,ASP,DRW,2020,7,"1,305",,,,,Alice Springs - Darwin,19,Regional
1-Aug-20,ASP,DRW,2020,8,"1,305",,,,,Alice Springs - Darwin,20,Regional
1-Sep-20,ASP,DRW,2020,9,"1,305",,,,,Alice Springs - Darwin,21,Regional
1-Oct-20,ASP,DRW,2020,10,"1,305",,,,,Alice Springs - Darwin,22,Regional
1-Nov-20,ASP,DRW,2020,11,"1,305",,,,,Alice Springs - Darwin,23,Regional
1-Dec-20,ASP,DRW,2020,12,"1,305",,,,,Alice Springs - Darwin,24,Regional
1-Jan-21,ASP,DRW,2021,1,"1,305",,,,,Alice Springs - Darwin,25,Regional
1-Feb-21,ASP,DRW,2021,2,"1,305",,,,,Alice Springs - Darwin,26,Regional
1-Mar-21,ASP,DRW,2021,3,"1,305",,,,,Alice Springs - Darwin,27,Regional
1-Apr-21,ASP,DRW,2021,4,"1,305",,,,,Alice Springs - Darwin,28,Regional
1-May-21,ASP,DRW,2021,5,"1,305",,,,,Alice Springs - Darwin,29,Regional
1-Jun-21,ASP,DRW,2021,6,"1,305",,,,,Alice Springs - Darwin,30,Regional
1-Jan-19,ASP,MEL,2019,1,"1,860",,,,,Alice Springs - Melbourne,1,Regional
1-Feb-19,ASP,MEL,2019,2,"1,860",,,,,Alice Springs - Melbourne,2,Regional
1-Mar-19,ASP,MEL,2019,3,"1,860",,,,,Alice Springs - Melbourne,3,Regional
1-Apr-19,ASP,MEL,2019,4,"1,860",,,,,Alice Springs - Melbourne,4,Regional
1-May-19,ASP,MEL,2019,5,"1,860",,,,,Alice Springs - Melbourne,5,Regional
1-Jun-19,ASP,MEL,2019,6,"1,860",,,,,Alice Springs - Melbourne,6,Regional
1-Jul-19,ASP,MEL,2019,7,"1,860",,,,,Alice Springs - Melbourne,7,Regional
1-Aug-19,ASP,MEL,2019,8,"1,860",,,,,Alice Springs - Melbourne,8,Regional
1-Sep-19,ASP,MEL,2019,9,"1,860",,,,,Alice Springs - Melbourne,9,Regional
1-Oct-19,ASP,MEL,2019,10,"1,860",,,,,Alice Springs - Melbourne,10,Regional
1-Nov-19,ASP,MEL,2019,11,"1,860",,,,,Alice Springs - Melbourne,11,Regional
1-Dec-19,ASP,MEL,2019,12,"1,860",,,,,Alice Springs - Melbourne,12,Regional
1-Jan-20,ASP,MEL,2020,1,"1,860",,,,,Alice Springs - Melbourne,13,Regional
1-Feb-20,ASP,MEL,2020,2,"1,860",,,,,Alice Springs - Melbourne,14,Regional
1-Mar-20,ASP,MEL,2020,3,"1,860",,,,,Alice Springs - Melbourne,15,Regional
1-Apr-20,ASP,MEL,2020,4,"1,860",,,,,Alice Springs - Melbourne,16,Regional
1-May-20,ASP,MEL,2020,5,"1,860",,,,,Alice Springs - Melbourne,17,Regional
1-Jun-20,ASP,MEL,2020,6,"1,860",,,,,Alice Springs - Melbourne,18,Regional
1-Jul-20,ASP,MEL,2020,7,"1,860",,,,,Alice Springs - Melbourne,19,Regional
1-Aug-20,ASP,MEL,2020,8,"1,860",,,,,Alice Springs - Melbourne,20,Regional
1-Sep-20,ASP,MEL,2020,9,"1,860",,,,,Alice Springs - Melbourne,21,Regional
1-Oct-20,ASP,MEL,2020,10,"1,860",,,,,Alice Springs - Melbourne,22,Regional
1-Nov-20,ASP,MEL,2020,11,"1,860",,,,,Alice Springs - Melbourne,23,Regional
1-Dec-20,ASP,MEL,2020,12,"1,860",,,,,Alice Springs - Melbourne,24,Regional
1-Jan-21,ASP,MEL,2021,1,"1,860",,,,,Alice Springs - Melbourne,25,Regional
1-Feb-21,ASP,MEL,2021,2,"1,860",,,,,Alice Springs - Melbourne,26,Regional
1-Mar-21,ASP,MEL,2021,3,"1,860",,,,,Alice Springs - Melbourne,27,Regional
1-Apr-21,ASP,MEL,2021,4,"1,860",,,,,Alice Springs - Melbourne,28,Regional
1-May-21,ASP,MEL,2021,5,"1,860",,,,,Alice Springs - Melbourne,29,Regional
1-Jun-21,ASP,MEL,2021,6,"1,860",,,,,Alice Springs - Melbourne,30,Regional
1-Jan-19,ASP,SYD,2019,1,"2,022",,,,,Alice Springs - Sydney,1,Regional
1-Feb-19,ASP,SYD,2019,2,"2,022",,,,,Alice Springs - Sydney,2,Regional
1-Mar-19,ASP,SYD,2019,3,"2,022",,,,,Alice Springs - Sydney,3,Regional
1-Apr-19,ASP,SYD,2019,4,"2,022",,,,,Alice Springs - Sydney,4,Regional
1-May-19,ASP,SYD,2019,5,"2,022",,,,,Alice Springs - Sydney,5,Regional
1-Jun-19,ASP,SYD,2019,6,"2,022",,,,,Alice Springs - Sydney,6,Regional
1-Jul-19,ASP,SYD,2019,7,"2,022",,,,,Alice Springs - Sydney,7,Regional
1-Aug-19,ASP,SYD,2019,8,"2,022",,,,,Alice Springs - Sydney,8,Regional
1-Sep-19,ASP,SYD,2019,9,"2,022",,,,,Alice Springs - Sydney,9,Regional
1-Oct-19,ASP,SYD,2019,10,"2,022",,,,,Alice Springs - Sydney,10,Regional
1-Nov-19,ASP,SYD,2019,11,"2,022",,,,,Alice Springs - Sydney,11,Regional
1-Dec-19,ASP,SYD,2019,12,"2,022",,,,,Alice Springs - Sydney,12,Regional
1-Jan-20,ASP,SYD,2020,1,"2,022",,,,,Alice Springs - Sydney,13,Regional
1-Feb-20,ASP,SYD,2020,2,"2,022",,,,,Alice Springs - Sydney,14,Regional
1-Mar-20,ASP,SYD,2020,3,"2,022",,,,,Alice Springs - Sydney,15,Regional
1-Apr-20,ASP,SYD,2020,4,"2,022",,,,,Alice Springs - Sydney,16,Regional
1-May-20,ASP,SYD,2020,5,"2,022",,,,,Alice Springs - Sydney,17,Regional
1-Jun-20,ASP,SYD,2020,6,"2,022",,,,,Alice Springs - Sydney,18,Regional
1-Jul-20,ASP,SYD,2020,7,"2,022",,,,,Alice Springs - Sydney,19,Regional
1-Aug-20,ASP,SYD,2020,8,"2,022",,,,,Alice Springs - Sydney,20,Regional
1-Sep-20,ASP,SYD,2020,9,"2,022",,,,,Alice Springs - Sydney,21,Regional
1-Oct-20,ASP,SYD,2020,10,"2,022",,,,,Alice Springs - Sydney,22,Regional
1-Nov-20,ASP,SYD,2020,11,"2,022",,,,,Alice Springs - Sydney,23,Regional
1-Dec-20,ASP,SYD,2020,12,"2,022",,,,,Alice Springs - Sydney,24,Regional
1-Jan-21,ASP,SYD,2021,1,"2,022",,,,,Alice Springs - Sydney,25,Regional
1-Feb-21,ASP,SYD,2021,2,"2,022",,,,,Alice Springs - Sydney,26,Regional
1-Mar-21,ASP,SYD,2021,3,"2,022",,,,,Alice Springs - Sydney,27,Regional
1-Apr-21,ASP,SYD,2021,4,"2,022",,,,,Alice Springs - Sydney,28,Regional
1-May-21,ASP,SYD,2021,5,"2,022",,,,,Alice Springs - Sydney,29,Regional
1-Jun-21,ASP,SYD,2021,6,"2,022",,,,,Alice Springs - Sydney,30,Regional
1-Jan-19,AYQ,SYD,2019,1,"2,181",20608,116,64,13211,Ayers Rock - Sydney,1,Regional
1-Feb-19,AYQ,SYD,2019,2,"2,181",18024,104,69,12502,Ayers Rock - Sydney,2,Regional
1-Mar-19,AYQ,SYD,2019,3,"2,181",20088,114,82,16481,Ayers Rock - Sydney,3,Regional
1-Apr-19,AYQ,SYD,2019,4,"2,181",21446,120,80,17085,Ayers Rock - Sydney,4,Regional
1-May-19,AYQ,SYD,2019,5,"2,181",22200,124,82,18161,Ayers Rock - Sydney,5,Regional
1-Jun-19,AYQ,SYD,2019,6,"2,181",21348,120,83,17749,Ayers Rock - Sydney,6,Regional
1-Jul-19,AYQ,SYD,2019,7,"2,181",22248,124,84,18621,Ayers Rock - Sydney,7,Regional
1-Aug-19,AYQ,SYD,2019,8,"2,181",22158,124,89,19685,Ayers Rock - Sydney,8,Regional
1-Sep-19,AYQ,SYD,2019,9,"2,181",21516,120,86,18580,Ayers Rock - Sydney,9,Regional
1-Oct-19,AYQ,SYD,2019,10,"2,181",22136,123,84,18614,Ayers Rock - Sydney,10,Regional
1-Nov-19,AYQ,SYD,2019,11,"2,181",19644,110,73,14341,Ayers Rock - Sydney,11,Regional
1-Dec-19,AYQ,SYD,2019,12,"2,181",20269,114,55,11134,Ayers Rock - Sydney,12,Regional
1-Jan-20,AYQ,SYD,2020,1,"2,181",20240,114,57,11470,Ayers Rock - Sydney,13,Regional
1-Feb-20,AYQ,SYD,2020,2,"2,181",18220,104,53,9602,Ayers Rock - Sydney,14,Regional
1-Mar-20,AYQ,SYD,2020,3,"2,181",16168,91,51,8217,Ayers Rock - Sydney,15,Regional
1-Apr-20,AYQ,SYD,2020,4,"2,181",,,,,Ayers Rock - Sydney,16,Regional
1-May-20,AYQ,SYD,2020,5,"2,181",,,,,Ayers Rock - Sydney,17,Regional
1-Jun-20,AYQ,SYD,2020,6,"2,181",,,,,Ayers Rock - Sydney,18,Regional
1-Jul-20,AYQ,SYD,2020,7,"2,181",,,,,Ayers Rock - Sydney,19,Regional
1-Aug-20,AYQ,SYD,2020,8,"2,181",,,,,Ayers Rock - Sydney,20,Regional
1-Sep-20,AYQ,SYD,2020,9,"2,181",,,,,Ayers Rock - Sydney,21,Regional
1-Oct-20,AYQ,SYD,2020,10,"2,181",,,,,Ayers Rock - Sydney,22,Regional
1-Nov-20,AYQ,SYD,2020,11,"2,181",,,,,Ayers Rock - Sydney,23,Regional
1-Dec-20,AYQ,SYD,2020,12,"2,181",,,,,Ayers Rock - Sydney,24,Regional
1-Jan-21,AYQ,SYD,2021,1,"2,181",,,,,Ayers Rock - Sydney,25,Regional
1-Feb-21,AYQ,SYD,2021,2,"2,181",,,,,Ayers Rock - Sydney,26,Regional
1-Mar-21,AYQ,SYD,2021,3,"2,181",,,,,Ayers Rock - Sydney,27,Regional
1-Apr-21,AYQ,SYD,2021,4,"2,181",,,,,Ayers Rock - Sydney,28,Regional
1-May-21,AYQ,SYD,2021,5,"2,181",,,,,Ayers Rock - Sydney,29,Regional
1-Jun-21,AYQ,SYD,2021,6,"2,181",,,,,Ayers Rock - Sydney,30,Regional
1-Jan-19,BDB,BNE,2019,1,287,17992,278,62,11095,Brisbane - Bundaberg,1,Regional
1-Feb-19,BDB,BNE,2019,2,287,17828,278,63,11209,Brisbane - Bundaberg,2,Regional
1-Mar-19,BDB,BNE,2019,3,287,19460,304,66,12875,Brisbane - Bundaberg,3,Regional
1-Apr-19,BDB,BNE,2019,4,287,18600,296,68,12578,Brisbane - Bundaberg,4,Regional
1-May-19,BDB,BNE,2019,5,287,18952,306,70,13183,Brisbane - Bundaberg,5,Regional
1-Jun-19,BDB,BNE,2019,6,287,18393,292,69,12650,Brisbane - Bundaberg,6,Regional
1-Jul-19,BDB,BNE,2019,7,287,19716,312,68,13355,Brisbane - Bundaberg,7,Regional
1-Aug-19,BDB,BNE,2019,8,287,19228,308,69,13344,Brisbane - Bundaberg,8,Regional
1-Sep-19,BDB,BNE,2019,9,287,18648,300,72,13492,Brisbane - Bundaberg,9,Regional
1-Oct-19,BDB,BNE,2019,10,287,19420,308,73,14211,Brisbane - Bundaberg,10,Regional
1-Nov-19,BDB,BNE,2019,11,287,18784,300,69,12929,Brisbane - Bundaberg,11,Regional
1-Dec-19,BDB,BNE,2019,12,287,18079,291,70,12727,Brisbane - Bundaberg,12,Regional
1-Jan-20,BDB,BNE,2020,1,287,16586,271,67,11110,Brisbane - Bundaberg,13,Regional
1-Feb-20,BDB,BNE,2020,2,287,16822,272,68,11476,Brisbane - Bundaberg,14,Regional
1-Mar-20,BDB,BNE,2020,3,287,15770,253,52,8209,Brisbane - Bundaberg,15,Regional
1-Apr-20,BDB,BNE,2020,4,287,3748,50,11,423,Brisbane - Bundaberg,16,Regional
1-May-20,BDB,BNE,2020,5,287,,,,,Brisbane - Bundaberg,17,Regional
1-Jun-20,BDB,BNE,2020,6,287,,,,,Brisbane - Bundaberg,18,Regional
1-Jul-20,BDB,BNE,2020,7,287,,,,,Brisbane - Bundaberg,19,Regional
1-Aug-20,BDB,BNE,2020,8,287,,,,,Brisbane - Bundaberg,20,Regional
1-Sep-20,BDB,BNE,2020,9,287,,,,,Brisbane - Bundaberg,21,Regional
1-Oct-20,BDB,BNE,2020,10,287,,,,,Brisbane - Bundaberg,22,Regional
1-Nov-20,BDB,BNE,2020,11,287,,,,,Brisbane - Bundaberg,23,Regional
1-Dec-20,BDB,BNE,2020,12,287,,,,,Brisbane - Bundaberg,24,Regional
1-Jan-21,BDB,BNE,2021,1,287,,,,,Brisbane - Bundaberg,25,Regional
1-Feb-21,BDB,BNE,2021,2,287,,,,,Brisbane - Bundaberg,26,Regional
1-Mar-21,BDB,BNE,2021,3,287,,,,,Brisbane - Bundaberg,27,Regional
1-Apr-21,BDB,BNE,2021,4,287,,,,,Brisbane - Bundaberg,28,Regional
1-May-21,BDB,BNE,2021,5,287,,,,,Brisbane - Bundaberg,29,Regional
1-Jun-21,BDB,BNE,2021,6,287,,,,,Brisbane - Bundaberg,30,Regional
1-Jan-19,BME,PER,2019,1,"1,677",33288,293,68,22472,Broome - Perth,1,Regional
1-Feb-19,BME,PER,2019,2,"1,677",29065,254,62,18021,Broome - Perth,2,Regional
1-Mar-19,BME,PER,2019,3,"1,677",33013,283,67,22083,Broome - Perth,3,Regional
1-Apr-19,BME,PER,2019,4,"1,677",37163,317,75,27724,Broome - Perth,4,Regional
1-May-19,BME,PER,2019,5,"1,677",38099,331,76,28751,Broome - Perth,5,Regional
1-Jun-19,BME,PER,2019,6,"1,677",38366,325,79,30424,Broome - Perth,6,Regional
1-Jul-19,BME,PER,2019,7,"1,677",39021,341,89,34630,Broome - Perth,7,Regional
1-Aug-19,BME,PER,2019,8,"1,677",39970,338,84,33666,Broome - Perth,8,Regional
1-Sep-19,BME,PER,2019,9,"1,677",37583,328,84,31534,Broome - Perth,9,Regional
1-Oct-19,BME,PER,2019,10,"1,677",38773,337,81,31472,Broome - Perth,10,Regional
1-Nov-19,BME,PER,2019,11,"1,677",33384,277,75,25027,Broome - Perth,11,Regional
1-Dec-19,BME,PER,2019,12,"1,677",34223,292,67,23000,Broome - Perth,12,Regional
1-Jan-20,BME,PER,2020,1,"1,677",33080,278,66,21701,Broome - Perth,13,Regional
1-Feb-20,BME,PER,2020,2,"1,677",31480,268,58,18287,Broome - Perth,14,Regional
1-Mar-20,BME,PER,2020,3,"1,677",19325,172,58,11120,Broome - Perth,15,Regional
1-Apr-20,BME,PER,2020,4,"1,677",6162,55,18,1129,Broome - Perth,16,Regional
1-May-20,BME,PER,2020,5,"1,677",5980,46,35,2111,Broome - Perth,17,Regional
1-Jun-20,BME,PER,2020,6,"1,677",8987,68,75,6769,Broome - Perth,18,Regional
1-Jul-20,BME,PER,2020,7,"1,677",22588,160,85,19194,Broome - Perth,19,Regional
1-Aug-20,BME,PER,2020,8,"1,677",30544,186,79,24088,Broome - Perth,20,Regional
1-Sep-20,BME,PER,2020,9,"1,677",42884,278,77,32850,Broome - Perth,21,Regional
1-Oct-20,BME,PER,2020,10,"1,677",45600,294,77,34986,Broome - Perth,22,Regional
1-Nov-20,BME,PER,2020,11,"1,677",40768,278,69,27913,Broome - Perth,23,Regional
1-Dec-20,BME,PER,2020,12,"1,677",41808,291,58,24346,Broome - Perth,24,Regional
1-Jan-21,BME,PER,2021,1,"1,677",33792,245,63,21267,Broome - Perth,25,Regional
1-Feb-21,BME,PER,2021,2,"1,677",27026,190,40,10924,Broome - Perth,26,Regional
1-Mar-21,BME,PER,2021,3,"1,677",34876,240,65,22534,Broome - Perth,27,Regional
1-Apr-21,BME,PER,2021,4,"1,677",44776,276,70,31144,Broome - Perth,28,Regional
1-May-21,BME,PER,2021,5,"1,677",45512,275,76,34744,Broome - Perth,29,Regional
1-Jun-21,BME,PER,2021,6,"1,677",44172,269,80,35524,Broome - Perth,30,Regional
1-Jan-19,BNE,CBR,2019,1,956,70627,527,69,48438,Brisbane - Canberra,1,Metropolitian
1-Feb-19,BNE,CBR,2019,2,956,63859,476,68,43201,Brisbane - Canberra,2,Metropolitian
1-Mar-19,BNE,CBR,2019,3,956,70385,523,73,51234,Brisbane - Canberra,3,Metropolitian
1-Apr-19,BNE,CBR,2019,4,956,73044,534,75,54584,Brisbane - Canberra,4,Metropolitian
1-May-19,BNE,CBR,2019,5,956,75847,554,69,52466,Brisbane - Canberra,5,Metropolitian
1-Jun-19,BNE,CBR,2019,6,956,72325,528,73,52510,Brisbane - Canberra,6,Metropolitian
1-Jul-19,BNE,CBR,2019,7,956,79409,574,78,62171,Brisbane - Canberra,7,Metropolitian
1-Aug-19,BNE,CBR,2019,8,956,78029,566,78,60733,Brisbane - Canberra,8,Metropolitian
1-Sep-19,BNE,CBR,2019,9,956,78727,558,77,60656,Brisbane - Canberra,9,Metropolitian
1-Oct-19,BNE,CBR,2019,10,956,80636,575,76,61444,Brisbane - Canberra,10,Metropolitian
1-Nov-19,BNE,CBR,2019,11,956,72306,529,77,55726,Brisbane - Canberra,11,Metropolitian
1-Dec-19,BNE,CBR,2019,12,956,76058,558,75,56950,Brisbane - Canberra,12,Metropolitian
1-Jan-20,BNE,CBR,2020,1,956,72743,530,72,52607,Brisbane - Canberra,13,Metropolitian
1-Feb-20,BNE,CBR,2020,2,956,66408,492,69,45616,Brisbane - Canberra,14,Metropolitian
1-Mar-20,BNE,CBR,2020,3,956,57097,422,57,32315,Brisbane - Canberra,15,Metropolitian
1-Apr-20,BNE,CBR,2020,4,956,,,,,Brisbane - Canberra,16,Metropolitian
1-May-20,BNE,CBR,2020,5,956,,,,,Brisbane - Canberra,17,Metropolitian
1-Jun-20,BNE,CBR,2020,6,956,7404,78,54,4003,Brisbane - Canberra,18,Metropolitian
1-Jul-20,BNE,CBR,2020,7,956,14508,134,79,11389,Brisbane - Canberra,19,Metropolitian
1-Aug-20,BNE,CBR,2020,8,956,13260,110,47,6221,Brisbane - Canberra,20,Metropolitian
1-Sep-20,BNE,CBR,2020,9,956,10354,79,42,4328,Brisbane - Canberra,21,Metropolitian
1-Oct-20,BNE,CBR,2020,10,956,28047,215,75,20966,Brisbane - Canberra,22,Metropolitian
1-Nov-20,BNE,CBR,2020,11,956,41951,303,73,30598,Brisbane - Canberra,23,Metropolitian
1-Dec-20,BNE,CBR,2020,12,956,52233,382,74,38885,Brisbane - Canberra,24,Metropolitian
1-Jan-21,BNE,CBR,2021,1,956,52531,384,60,31484,Brisbane - Canberra,25,Metropolitian
1-Feb-21,BNE,CBR,2021,2,956,55745,413,54,29818,Brisbane - Canberra,26,Metropolitian
1-Mar-21,BNE,CBR,2021,3,956,70213,478,54,37921,Brisbane - Canberra,27,Metropolitian
1-Apr-21,BNE,CBR,2021,4,956,54496,410,66,36074,Brisbane - Canberra,28,Metropolitian
1-May-21,BNE,CBR,2021,5,956,71690,512,63,44992,Brisbane - Canberra,29,Metropolitian
1-Jun-21,BNE,CBR,2021,6,956,71121,498,68,48193,Brisbane - Canberra,30,Metropolitian
1-Jan-19,BNE,CNS,2019,1,"1,391",132949,869,76,101163,Brisbane - Cairns,1,Regional
1-Feb-19,BNE,CNS,2019,2,"1,391",109130,738,85,93158,Brisbane - Cairns,2,Regional
1-Mar-19,BNE,CNS,2019,3,"1,391",119113,795,84,99615,Brisbane - Cairns,3,Regional
1-Apr-19,BNE,CNS,2019,4,"1,391",130231,896,81,105053,Brisbane - Cairns,4,Regional
1-May-19,BNE,CNS,2019,5,"1,391",126598,894,83,104658,Brisbane - Cairns,5,Regional
1-Jun-19,BNE,CNS,2019,6,"1,391",123739,874,84,103936,Brisbane - Cairns,6,Regional
1-Jul-19,BNE,CNS,2019,7,"1,391",141245,988,85,119665,Brisbane - Cairns,7,Regional
1-Aug-19,BNE,CNS,2019,8,"1,391",133836,932,87,115839,Brisbane - Cairns,8,Regional
1-Sep-19,BNE,CNS,2019,9,"1,391",132279,914,83,109987,Brisbane - Cairns,9,Regional
1-Oct-19,BNE,CNS,2019,10,"1,391",135136,938,88,118691,Brisbane - Cairns,10,Regional
1-Nov-19,BNE,CNS,2019,11,"1,391",123979,855,89,110849,Brisbane - Cairns,11,Regional
1-Dec-19,BNE,CNS,2019,12,"1,391",128994,884,85,110089,Brisbane - Cairns,12,Regional
1-Jan-20,BNE,CNS,2020,1,"1,391",134545,933,82,109739,Brisbane - Cairns,13,Regional
1-Feb-20,BNE,CNS,2020,2,"1,391",111501,785,71,79067,Brisbane - Cairns,14,Regional
1-Mar-20,BNE,CNS,2020,3,"1,391",92205,675,66,61085,Brisbane - Cairns,15,Regional
1-Apr-20,BNE,CNS,2020,4,"1,391",8298,122,47,3906,Brisbane - Cairns,16,Regional
1-May-20,BNE,CNS,2020,5,"1,391",8276,119,60,4988,Brisbane - Cairns,17,Regional
1-Jun-20,BNE,CNS,2020,6,"1,391",22682,206,80,18143,Brisbane - Cairns,18,Regional
1-Jul-20,BNE,CNS,2020,7,"1,391",68890,467,91,62555,Brisbane - Cairns,19,Regional
1-Aug-20,BNE,CNS,2020,8,"1,391",89134,642,78,69604,Brisbane - Cairns,20,Regional
1-Sep-20,BNE,CNS,2020,9,"1,391",99204,755,76,75016,Brisbane - Cairns,21,Regional
1-Oct-20,BNE,CNS,2020,10,"1,391",99888,737,78,77630,Brisbane - Cairns,22,Regional
1-Nov-20,BNE,CNS,2020,11,"1,391",88973,623,84,74452,Brisbane - Cairns,23,Regional
1-Dec-20,BNE,CNS,2020,12,"1,391",113507,727,82,92584,Brisbane - Cairns,24,Regional
1-Jan-21,BNE,CNS,2021,1,"1,391",113589,707,65,73882,Brisbane - Cairns,25,Regional
1-Feb-21,BNE,CNS,2021,2,"1,391",86448,553,67,57986,Brisbane - Cairns,26,Regional
1-Mar-21,BNE,CNS,2021,3,"1,391",104288,675,69,72009,Brisbane - Cairns,27,Regional
1-Apr-21,BNE,CNS,2021,4,"1,391",122050,741,71,86101,Brisbane - Cairns,28,Regional
1-May-21,BNE,CNS,2021,5,"1,391",123462,764,79,97753,Brisbane - Cairns,29,Regional
1-Jun-21,BNE,CNS,2021,6,"1,391",129163,796,83,107665,Brisbane - Cairns,30,Regional
1-Jan-19,BNE,DRW,2019,1,"2,852",38820,234,72,27813,Brisbane - Darwin,1,Metropolitian
1-Feb-19,BNE,DRW,2019,2,"2,852",29314,187,70,20510,Brisbane - Darwin,2,Metropolitian
